"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"CBT","Cabot Corporation","41.51","$2.35B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/cbt",
"COG","Cabot Oil & Gas Corporation","17.38","$6.93B","1990","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cog",
"CACI","CACI International, Inc.","239.41","$6.04B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/caci",
"WHD","Cactus, Inc.","24.58","$1.85B","2018","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/whd",
"CADE","Cadence Bancorporation","14.3","$1.8B","2017","Finance","Major Banks","https://old.nasdaq.com/symbol/cade",
"CAE","CAE Inc","24.44","$6.5B","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cae",
"CAI","CAI International, Inc.","32.12","$569.89M","n/a","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/cai",
"CAI^A","CAI International, Inc.","26.17","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cai^a",
"CAI^B","CAI International, Inc.","25.9182","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cai^b",
"CAL","Caleres, Inc.","11.84","$448.88M","n/a","Consumer Non-Durables","Shoe Manufacturing","https://old.nasdaq.com/symbol/cal",
"CRC","California Resources Corporation","23.59","$1.97B","2020","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/crc",
"CWT","California Water  Service Group Holding","49.46","$2.47B","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/cwt",
"CALX","Calix, Inc","23.03","$1.42B","2010","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/calx",
"ELY","Callaway Golf Company","21.91","$2.06B","1992","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/ely",
"CPE","Callon Petroleum Company","9.54","$379.24M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cpe",
"CPT","Camden Property Trust","98.72","$9.61B","1993","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cpt",
"CCJ","Cameco Corporation","9.92","$3.93B","1996","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/ccj",
"CPB","Campbell Soup Company","50.25","$15.19B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/cpb",
"CWH","Camping World Holdings, Inc.","31.88","$2.83B","2016","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/cwh",
"GOOS","Canada Goose Holdings Inc.","33.03","$3.64B","2017","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/goos",
"CM","Canadian Imperial Bank of Commerce","85.17","$37.99B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/cm",
"CNI","Canadian National Railway Company","106.58","$75.69B","n/a","Transportation","Railroads","https://old.nasdaq.com/symbol/cni",
"CNQ","Canadian Natural Resources Limited","23.14","$27.33B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cnq",
"CP","Canadian Pacific Railway Limited","322.97","$43.44B","n/a","Transportation","Railroads","https://old.nasdaq.com/symbol/cp",
"CANG","Cango Inc.","7.92","$1.2B","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cang",
"CNNE","Cannae Holdings, Inc.","40.43","$3.71B","2017","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/cnne",
"CAJ","Canon, Inc.","18.1","$18.93B","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/caj",
"CMD","Cantel Medical Corp.","59.75","$2.52B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/cmd",
"COF","Capital One Financial Corporation","89.7","$41.03B","1994","Finance","Major Banks","https://old.nasdaq.com/symbol/cof",
"COF^G","Capital One Financial Corporation","25.97","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cof^g",
"COF^H","Capital One Financial Corporation","26.55","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cof^h",
"COF^I","Capital One Financial Corporation","26.01","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cof^i",
"COF^J","Capital One Financial Corporation","25.29","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cof^j",
"COF^K","Capital One Financial Corporation","25.83","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cof^k",
"CSU","Capital Senior Living Corporation","0.824","$26.3M","1997","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/csu",
"BXMT","Capital Trust, Inc.","26.87","$3.93B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/bxmt",
"CPRI","Capri Holdings Limited","35.55","$5.36B","2011","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/cpri",
"CPSR","Capstar Special Purpose Acquisition Corp.","9.87","$340.52M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/cpsr",
"CPSR.U","Capstar Special Purpose Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/cpsr.u",
"CPSR.WS","Capstar Special Purpose Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cpsr.ws",
"CMO","Capstead Mortgage Corporation","5.72","$551.87M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cmo",
"CMO^E","Capstead Mortgage Corporation","24.33","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cmo^e",
"CAH","Cardinal Health, Inc.","54.03","$15.85B","n/a","Health Care","Other Pharmaceuticals","https://old.nasdaq.com/symbol/cah",
"CSL","Carlisle Companies Incorporated","147.82","$7.89B","n/a","Basic Industries","Specialty Chemicals","https://old.nasdaq.com/symbol/csl",
"KMX","CarMax Inc","96.14","$15.78B","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/kmx",
"CCL","Carnival Corporation","20.15","$22.25B","1987","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/ccl",
"CUK","Carnival Corporation","18.18","$16.05B","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/cuk",
"CRS","Carpenter Technology Corporation","25.4","$1.22B","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/crs",
"CSV","Carriage Services, Inc.","27.87","$500.82M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/csv",
"CARR","Carrier Global Corporation","37.6","$32.59B","2020","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/carr",
"CARS","Cars.com Inc.","11.06","$745.29M","2017","Technology","EDP Services","https://old.nasdaq.com/symbol/cars",
"CRI","Carter&#39;s, Inc.","88.99","$3.88B","2003","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/cri",
"CVNA","Carvana Co.","251.13","$43.14B","2017","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/cvna",
"CAS.U","Cascade Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/cas.u",
"CSPR","Casper Sleep Inc.","6.13","$248.46M","2020","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/cspr",
"CSLT","Castlight Health, inc.","1.17","$179.92M","2014","Technology","EDP Services","https://old.nasdaq.com/symbol/cslt",
"CTLT","Catalent, Inc.","95.77","$15.77B","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ctlt",
"CTT","CatchMark Timber Trust, Inc.","9.5","$463.27M","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ctt",
"CAT","Caterpillar, Inc.","173.26","$94.12B","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/cat",
"CATO","Cato Corporation (The)","8.42","$193.1M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/cato",
"CBZ","CBIZ, Inc.","24.47","$1.33B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/cbz",
"CBO","CBO (Listing Market - NYSE - Networks A/E)","13.3","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cbo",
"IGR","CBRE Clarion Global Real Estate Income Fund","6.65","$775.33M","2004","n/a","n/a","https://old.nasdaq.com/symbol/igr",
"CBRE","CBRE Group, Inc.","61.64","$20.68B","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/cbre",
"CBX","CBX (Listing Market NYSE Networks AE","2.7","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cbx",
"PCPL","CC Neuberger Principal Holdings I","10.34","$586.8M","2020","Technology","EDP Services","https://old.nasdaq.com/symbol/pcpl",
"PCPL.U","CC Neuberger Principal Holdings I","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/pcpl.u",
"PCPL.WS","CC Neuberger Principal Holdings I","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pcpl.ws",
"PRPB","CC Neuberger Principal Holdings II","9.98","$1.08B","2020","Finance","Business Services","https://old.nasdaq.com/symbol/prpb",
"PRPB.U","CC Neuberger Principal Holdings II","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/prpb.u",
"PRPB.WS","CC Neuberger Principal Holdings II","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/prpb.ws",
"FUN","Cedar Fair, L.P.","38.69","$2.19B","1987","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/fun",
"CDR","Cedar Realty Trust, Inc.","8.05","$108.93M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cdr",
"CDR^B","Cedar Realty Trust, Inc.","21.8437","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cdr^b",
"CDR^C","Cedar Realty Trust, Inc.","19.71","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cdr^c",
"CE","Celanese Corporation","130.32","$15.23B","2005","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/ce",
"CLS","Celestica, Inc.","7.6","$980.82M","1998","Technology","Electrical Products","https://old.nasdaq.com/symbol/cls",
"CELG~","Celgene Corporation","0.3654","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/celg~",
"CEL","Cellcom Israel, Ltd.","4.71","$766.67M","2007","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cel",
"CPAC","Cementos Pacasmayo S.A.A.","8.5","$727.78M","n/a","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/cpac",
"CX","Cemex S.A.B. de C.V.","5.02","$7.58B","n/a","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/cx",
"CVE","Cenovus Energy Inc","5","$6.14B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cve",
"CNC","Centene Corporation","62.87","$36.45B","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/cnc",
"CEN","Center Coast Brookfield MLP & Energy Infrastructur","9.48","$46.7M","2013","n/a","n/a","https://old.nasdaq.com/symbol/cen",
"CNP","CenterPoint Energy, Inc.","22.83","$12.44B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/cnp",
"CNP^B","CenterPoint Energy, Inc.","41.77","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cnp^b",
"EBR","Centrais Electricas Brasileiras S.A.- Eletrobras","6.15","$9.65B","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/ebr",
"EBR.B","Centrais Electricas Brasileiras S.A.- Eletrobras","n/a","n/a","2016","n/a","n/a","https://old.nasdaq.com/symbol/ebr.b",
"CEPU","Central Puerto S.A.","2.68","$405.76M","2018","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/cepu",
"CCS","Century Communities, Inc.","43.2","$1.44B","2014","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/ccs",
"LUMN","CenturyLink, Inc. d/b/a Lumen Technologies, Inc. ","10.55","$11.57B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/lumn",
"CTAC.U","Cerberus Telecom Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/ctac.u",
"CDAY","Ceridian HCM Holding Inc.","95.04","$14.05B","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cday",
"CF","CF Industries Holdings, Inc.","37.5","$8.02B","2005","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/cf",
"GIB","CGI Inc.","74","$19.16B","n/a","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/gib",
"CHX","ChampionX Corporation","12.61","$2.52B","2018","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/chx",
"ECOM          ","ChannelAdvisor Corporation","14.44","$418.76M","2013","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ecom",
"CHRA","Charah Solutions, Inc.","2.84","$85.18M","2018","Basic Industries","Environmental Services","https://old.nasdaq.com/symbol/chra",
"CRL","Charles River Laboratories International, Inc.","237.26","$11.8B","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/crl",
"CLDT","Chatham Lodging Trust (REIT)","11.29","$530.32M","2010","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cldt",
"CMCM","Cheetah Mobile Inc.","2.01","$281.01M","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cmcm",
"CHGG","Chegg, Inc.","78.4","$10.1B","2013","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/chgg",
"CHE","Chemed Corp.","480","$7.66B","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/che",
"CC","Chemours Company (The)","25.31","$4.16B","2015","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/cc",
"CHMI","Cherry Hill Mortgage Investment Corporation","9.09","$155.23M","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/chmi",
"CHMI^A","Cherry Hill Mortgage Investment Corporation","25.38","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/chmi^a",
"CHMI^B","Cherry Hill Mortgage Investment Corporation","23.96","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/chmi^b",
"CPK","Chesapeake Utilities Corporation","104.53","$1.83B","n/a","Public Utilities","Oil & Gas Production","https://old.nasdaq.com/symbol/cpk",
"CVX","Chevron Corporation","87.45","$168.34B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/cvx",
"CHWY","Chewy, Inc.","75.34","$31.08B","2019","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/chwy",
"CHS","Chico&#39;s FAS, Inc.","1.58","$189.47M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/chs",
"CIM","Chimera Investment Corporation","10.3","$2.41B","2007","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cim",
"CIM^A","Chimera Investment Corporation","24.46","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cim^a",
"CIM^B","Chimera Investment Corporation","23.56","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cim^b",
"CIM^C","Chimera Investment Corporation","23.28","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cim^c",
"CIM^D","Chimera Investment Corporation","23.47","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cim^d",
"DL","China Distance Education Holdings Limited","9.65","$326.46M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/dl",
"CEA","China Eastern Airlines Corporation Ltd.","23.2","$7.6B","1997","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/cea",
"CHN","China Fund, Inc. (The)","29.72","$311.39M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/chn",
"CGA","China Green Agriculture, Inc.","2.4771","$15.73M","n/a","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/cga",
"LFC","China Life Insurance Company Limited","11.66","$65.91B","2003","Finance","Life Insurance","https://old.nasdaq.com/symbol/lfc",
"CHL","China Mobile (Hong Kong) Ltd.","29.73","$121.75B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/chl",
"COE","China Online Education Group","26.36","$564.3M","2016","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/coe",
"SNP","China Petroleum & Chemical Corporation","45.64","$55.26B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/snp",
"ZNH","China Southern Airlines Company Limited","31.84","$9.76B","1997","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/znh",
"CHA","China Telecom Corp Ltd","30","$24.28B","2002","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cha",
"CHU","China Unicom (Hong Kong) Ltd","5.97","$18.27B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/chu",
"CYD","China Yuchai International Limited","17.61","$719.51M","1994","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cyd",
"CMG","Chipotle Mexican Grill, Inc.","1321.06","$36.96B","2006","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/cmg",
"CHH","Choice Hotels International, Inc.","101.28","$5.62B","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/chh",
"CB","Chubb Limited","152.63","$68.89B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/cb",
"CHT","Chunghwa Telecom Co., Ltd.","38.26","$29.68B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cht",
"CHD","Church & Dwight Company, Inc.","87.84","$21.82B","n/a","Basic Industries","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/chd",
"CCX","Churchill Capital Corp II","10.12","$1.28B","2019","Finance","Business Services","https://old.nasdaq.com/symbol/ccx",
"CCX.U","Churchill Capital Corp II","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/ccx.u",
"CCX.WS","Churchill Capital Corp II","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ccx.ws",
"CCIV","Churchill Capital Corp IV","9.88","$2.56B","2020","Finance","Business Services","https://old.nasdaq.com/symbol/cciv",
"CCIV.U","Churchill Capital Corp IV","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/cciv.u",
"CCIV.WS","Churchill Capital Corp IV","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cciv.ws",
"CIXX","CI Financial Corp.","13.2","$2.78B","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/cixx",
"CIEN","Ciena Corporation","45.44","$7.01B","1997","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cien",
"CI","Cigna Corporation","207.51","$74.97B","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/ci",
"XEC","Cimarex Energy Co","36.16","$3.69B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/xec",
"CBB","Cincinnati Bell Inc","15.22","$771.36M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cbb",
"CBB^B","Cincinnati Bell Inc","49.4084","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cbb^b",
"CNK","Cinemark Holdings Inc","16.27","$1.92B","2007","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/cnk",
"CINR","Ciner Resources LP","11.91","$235.43M","2013","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/cinr",
"CIR","CIRCOR International, Inc.","34.17","$683.33M","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/cir",
"CIT","CIT Group Inc (DEL)","34.41","$3.39B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cit",
"CIT^B","CIT Group Inc (DEL)","26.46","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cit^b",
"CCAC","CITIC Capital Acquisition Corp.","10.35","$357.08M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ccac",
"CCAC.U","CITIC Capital Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/ccac.u",
"CCAC.WS","CITIC Capital Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ccac.ws",
"BLW","Citigroup Inc.","15.87","$567.18M","2003","Finance","Major Banks","https://old.nasdaq.com/symbol/blw",
"C","Citigroup Inc.","55.47","$115.49B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/c",
"C^J","Citigroup Inc.","28.88","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/c^j",
"C^K","Citigroup Inc.","28.53","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/c^k",
"C^N","Citigroup Inc.","27.5","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/c^n",
"C^S","Citigroup Inc.","25.62","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/c^s",
"CFG","Citizens Financial Group, Inc.","33.62","$14.36B","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/cfg",
"CFG^D","Citizens Financial Group, Inc.","27.75","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cfg^d",
"CFG^E","Citizens Financial Group, Inc.","25.8","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cfg^e",
"CIA","Citizens, Inc.","6.4","$323.33M","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/cia",
"CIO","City Office REIT, Inc.","9.23","$400.56M","2014","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cio",
"CIO^A","City Office REIT, Inc.","25.83","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cio^a",
"CVEO","Civeo Corporation","15.35","$218.2M","2014","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/cveo",
"CCC","Clarivate Plc","27.92","$16.92B","2019","Technology","EDP Services","https://old.nasdaq.com/symbol/ccc",
"CLH","Clean Harbors, Inc.","72.47","$4B","n/a","Basic Industries","Environmental Services","https://old.nasdaq.com/symbol/clh",
"CCO","Clear Channel Outdoor Holdings, Inc.","1.5","$700.91M","2005","Consumer Services","Advertising","https://old.nasdaq.com/symbol/cco",
"EMO","ClearBridge Energy Midstream Opportunity Fund Inc.","13.09","$187.75M","2011","n/a","n/a","https://old.nasdaq.com/symbol/emo",
"CEM","ClearBridge MLP and Midstream Fund Inc.","16.38","$230.68M","2010","n/a","n/a","https://old.nasdaq.com/symbol/cem",
"CTR","ClearBridge MLP and Midstream Total Return Fund In","14.5","$111.36M","2012","n/a","n/a","https://old.nasdaq.com/symbol/ctr",
"CLW","Clearwater Paper Corporation","36.86","$610.89M","n/a","Basic Industries","Paper","https://old.nasdaq.com/symbol/clw",
"CWEN","Clearway Energy, Inc.","29.58","$5.96B","2015","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/cwen",
"CWEN.A","Clearway Energy, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cwen.a",
"CLF","Cleveland-Cliffs Inc.","11.86","$4.74B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/clf",
"CLII","Climate Change Crisis Real Impact I Acquisition Corporation","10.0894","$290.07M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/clii",
"CLII.U","Climate Change Crisis Real Impact I Acquisition Corporation","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/clii.u",
"CLII.WS","Climate Change Crisis Real Impact I Acquisition Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clii.ws",
"CLPR","Clipper Realty Inc.","6.59","$105.84M","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/clpr",
"CLX","Clorox Company (The)","203.21","$25.61B","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/clx",
"CLDR","Cloudera, Inc.","11.33","$3.54B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cldr",
"NET","Cloudflare, Inc.","72.29","$22.21B","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/net",
"CMS","CMS Energy Corporation","61.51","$17.61B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cms",
"CMS^B","CMS Energy Corporation","109.99","n/a","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cms^b",
"CMSA","CMS Energy Corporation","26.9447","n/a","2018","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cmsa",
"CMSC","CMS Energy Corporation","27.78","n/a","2018","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cmsc",
"CMSD","CMS Energy Corporation","27.37","n/a","2019","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cmsd",
"CNA","CNA Financial Corporation","35.33","$9.59B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/cna",
"CNF","CNFinance Holdings Limited","3.5","$240.04M","2018","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/cnf",
"CNHI","CNH Industrial N.V.","11.18","$15.11B","2013","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/cnhi",
"CNO","CNO Financial Group, Inc.","21.68","$3.01B","n/a","Finance","Accident &Health Insurance","https://old.nasdaq.com/symbol/cno",
"CNO^A","CNO Financial Group, Inc.","26","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cno^a",
"CEO","CNOOC Limited","97.91","$43.71B","2001","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/ceo",
"CNX","CNX Resources Corporation","9.39","$2.11B","1999","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cnx",
"KOF","Coca Cola Femsa S.A.B. de C.V.","45.68","$9.6B","1993","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/kof",
"KO","Coca-Cola Company (The)","52.04","$223.64B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/ko",
"CCEP","Coca-Cola European Partners plc","45.62","$20.74B","2016","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/ccep",
"CDE","Coeur Mining, Inc.","7.69","$1.87B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/cde",
"FOF","Cohen & Steers Closed-End Opportunity Fund, Inc.","11.76","$320.21M","2006","n/a","n/a","https://old.nasdaq.com/symbol/fof",
"CNS","Cohen & Steers Inc","71.45","$3.41B","2004","Finance","Investment Managers","https://old.nasdaq.com/symbol/cns",
"UTF","Cohen & Steers Infrastructure Fund, Inc","25.62","$2.4B","2004","n/a","n/a","https://old.nasdaq.com/symbol/utf",
"LDP","Cohen & Steers Limited Duration Preferred and Income Fund, Inc","25.36","$733.16M","2012","n/a","n/a","https://old.nasdaq.com/symbol/ldp",
"MIE","Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.","2.25","$60.53M","2013","n/a","n/a","https://old.nasdaq.com/symbol/mie",
"RQI","Cohen & Steers Quality Income Realty Fund Inc.","12.21","$1.64B","2002","n/a","n/a","https://old.nasdaq.com/symbol/rqi",
"RNP","Cohen & Steers REIT and Preferred and Income Fund,","22.53","$1.07B","2003","n/a","n/a","https://old.nasdaq.com/symbol/rnp",
"PSF","Cohen & Steers Select Preferred and Income Fund, Inc.","26.54","$318.81M","2010","n/a","n/a","https://old.nasdaq.com/symbol/psf",
